x,y,code
619.5,340.5,0
625.5,343.5,0
631.5,344.5,1
640.5,349.5,0
640.5,349.5,0
643.5,349.5,0
649.5,352.5,0
655.5,355.5,0
661.5,358.5,0
664.5,358.5,0
670.5,361.5,0
676.5,364.5,0
679.5,364.5,0
685.5,367.5,0
691.5,369.5,1
694.5,370.5,0
697.5,373.5,0
700.5,376.5,0
703.5,376.5,0
706.5,379.5,0
709.5,379.5,0
709.5,379.5,0
712.5,382.5,0
715.5,382.5,0
718.5,382.5,0
721.5,385.5,0
724.5,388.5,0
727.5,388.5,0
730.5,388.5,0
733.5,388.5,0
736.5,391.5,0
739.5,391.5,0
742.5,391.5,0
742.5,391.5,0
742.5,394.5,0
745.5,394.5,0
745.5,397.5,0
745.5,397.5,0
745.5,397.5,0
748.5,397.5,0
748.5,397.5,0
748.5,400.5,0
748.5,400.5,0
748.5,400.5,0
748.5,400.5,0
751.5,400.5,0
751.5,400.5,0
751.5,400.5,0
751.5,400.5,0
751.5,400.5,0
751.5,400.5,0
751.5,400.5,0
751.5,400.5,0
751.5,400.5,0
751.5,400.5,0
751.5,400.5,0
751.5,400.5,0
751.5,400.5,0
753.5,397.5,1
751.5,397.5,0
751.5,397.5,0
748.5,397.5,0
748.5,394.5,0
748.5,394.5,0
745.5,394.5,0
745.5,391.5,0
745.5,391.5,0
742.5,388.5,0
739.5,385.5,0
739.5,385.5,0
736.5,382.5,0
736.5,379.5,0
735.5,375.5,1
730.5,376.5,0
727.5,373.5,0
724.5,370.5,0
721.5,370.5,0
718.5,367.5,0
715.5,364.5,0
715.5,364.5,0
712.5,361.5,0
709.5,361.5,0
709.5,361.5,0
709.5,358.5,0
706.5,358.5,0
706.5,358.5,1
700.5,355.5,0
697.5,355.5,0
691.5,352.5,0
688.5,352.5,0
685.5,352.5,0
682.5,352.5,0
679.5,352.5,0
676.5,346.5,0
673.5,346.5,0
670.5,346.5,0
667.5,343.5,0
661.5,340.5,0
661.5,340.5,0
658.5,337.5,0
652.5,334.5,0
649.5,331.5,0
646.5,331.5,0
640.5,328.5,0
634.5,325.5,0
631.5,325.5,0
628.5,322.5,0
625.5,319.5,0
625.5,316.5,0
619.5,313.5,0
613.5,310.5,0
607.5,310.5,0
601.5,307.5,0
595.5,304.5,0
589.5,303.5,1
,,2
,,2
,,2

ID,Column,Variable Name,Data Type,Rank,Missing Value,Dimensions
1,A,x,System.Double,1,,frame
2,B,y,System.Double,1,,frame
3,C,code,System.Int16,1,,frame

Variable,Key,Type,Value
0,videofilepath,System.String,D:\Google Drive\Sync\bird videos\sim_10_white_5566_in.mp4
0,lambda_d,System.Double,10000
0,lambda_u,System.Double,1
0,lambda_o,System.Double,10000000
0,patch_size,System.Double,21
0,num_pca_data,System.Double,10000
0,pca_dim,System.Double,16
0,max_occlusion_duration,System.Double,250
0,matches_per_keyframe,System.Double,10
0,index_approx_ratio,System.Double,1
0,max_matches_per_frame,System.Double,1000
0,matches_appearance_threshold,System.Double,1E+100
0,index_accuracy,System.Double,3

