x,y,code
697.5,373.5,0
700.5,376.5,0
700.5,376.5,0
703.5,379.5,0
706.5,379.5,0
708.5,381.5,1
712.5,382.5,0
715.5,385.5,0
718.5,388.5,0
721.5,388.5,0
724.5,391.5,0
727.5,394.5,0
730.5,394.5,0
733.5,397.5,0
736.5,397.5,0
736.5,397.5,0
739.5,400.5,0
742.5,403.5,0
745.5,403.5,0
748.5,406.5,0
748.5,406.5,0
751.5,406.5,0
754.5,406.5,0
754.5,409.5,0
754.5,409.5,0
757.5,409.5,0
760.5,409.5,0
760.5,409.5,0
760.5,409.5,0
763.5,409.5,0
763.5,409.5,0
763.5,409.5,0
763.5,409.5,0
763.5,409.5,0
763.5,409.5,0
763.5,409.5,0
766.5,409.5,0
766.5,409.5,0
766.5,409.5,0
769.5,409.5,0
769.5,409.5,0
769.5,409.5,0
769.5,409.5,0
769.5,409.5,1
767.5,411.5,1
769.5,409.5,0
769.5,409.5,0
772.5,409.5,0
772.5,409.5,0
772.5,409.5,0
772.5,409.5,0
772.5,406.5,0
772.5,406.5,0
772.5,406.5,0
772.5,406.5,0
769.5,406.5,0
766.5,406.5,0
766.5,406.5,0
766.5,406.5,0
766.5,406.5,0
766.5,406.5,0
769.5,406.5,0
772.5,403.5,0
772.5,403.5,0
772.5,403.5,0
772.5,403.5,0
772.5,403.5,0
772.5,403.5,0
772.5,403.5,0
772.5,403.5,0
772.5,403.5,0
772.5,403.5,0
772.5,403.5,0
772.5,403.5,0
772.5,403.5,0
775.5,400.5,0
775.5,400.5,0
775.5,400.5,0
775.5,397.5,0
775.5,397.5,0
775.5,397.5,0
772.5,397.5,0
772.5,397.5,0
769.5,397.5,0
769.5,394.5,0
769.5,394.5,0
769.5,391.5,0
769.5,388.5,0
769.5,388.5,0
769.5,388.5,0
766.5,385.5,0
763.5,385.5,0
763.5,382.5,0
760.5,379.5,0
757.5,379.5,0
749.5,379.5,1
745.5,376.5,0
742.5,373.5,0
742.5,373.5,0
739.5,370.5,0
736.5,367.5,0
733.5,364.5,0
730.5,364.5,0
728.5,361.5,1
724.5,358.5,0
724.5,358.5,0
721.5,355.5,0
718.5,352.5,0
718.5,352.5,0
715.5,349.5,0
712.5,346.5,0
709.5,346.5,0
706.5,343.5,0
703.5,340.5,0
700.5,338.5,1
,,2
,,2
,,2

ID,Column,Variable Name,Data Type,Rank,Missing Value,Dimensions
1,A,x,System.Double,1,,frame
2,B,y,System.Double,1,,frame
3,C,code,System.Int16,1,,frame

Variable,Key,Type,Value
0,videofilepath,System.String,D:\Google Drive\Sync\bird videos\sim_10_white_5566_in.mp4
0,lambda_d,System.Double,10000
0,lambda_u,System.Double,1
0,lambda_o,System.Double,10000000
0,patch_size,System.Double,21
0,num_pca_data,System.Double,10000
0,pca_dim,System.Double,16
0,max_occlusion_duration,System.Double,250
0,matches_per_keyframe,System.Double,10
0,index_approx_ratio,System.Double,1
0,max_matches_per_frame,System.Double,1000
0,matches_appearance_threshold,System.Double,1E+100
0,index_accuracy,System.Double,3

